,id,energy,location,vehicle_status,remain_trip_time,destination,idle_driving_distance,dispatched_charging_time,dispatched_serving_time,update_status,decision
0,0,3,30,0,0,-1,513.6313543999996,51,51,1,1
1,1,1,0,1,0,2,202.7834304,51,51,1,1
2,2,2,1,1,0,4,198.13082239999997,51,51,1,1
3,3,2,1,1,0,0,206.41522239999995,51,51,1,1
4,4,1,2,1,0,1,284.13117880000004,51,51,1,1
5,5,2,1,1,0,0,256.08559360000004,51,51,1,1
6,6,2,3,1,0,4,345.16279839999993,51,51,1,1
7,7,2,1,1,0,4,312.3230476,51,51,1,1
8,8,3,30,0,0,-1,257.3043456,51,51,1,1
9,9,3,30,0,0,5,257.0259008,51,51,1,1
10,10,1,1,1,0,0,342.8589568,51,51,1,1
11,11,2,1,1,0,2,401.06537360000004,51,51,1,1
12,12,3,5,0,0,4,435.4320671999999,51,51,1,1
13,13,3,5,0,0,4,363.3558412,51,51,1,1
14,14,1,1,1,0,15,345.39976559999974,51,51,1,1
15,15,3,21,0,0,3,332.83183039999966,51,51,1,1
16,16,1,0,0,0,0,313.8710072,51,51,1,1
17,17,3,5,0,0,15,534.8255183999999,51,51,1,1
18,18,1,1,1,0,5,377.93810879999995,51,51,1,1
19,19,2,1,1,0,1,549.7311556000001,51,51,1,1
20,20,2,33,2,7,0,369.912916,51,51,1,1
21,21,6,24,0,0,3,291.29273680000097,51,51,1,1
22,22,2,1,1,0,-1,317.89427879999994,51,51,1,1
23,23,2,1,1,0,0,377.6016176,51,51,1,1
24,24,3,5,0,0,1,355.6924932,51,51,1,1
25,25,0,1,1,0,2,195.69543119999994,50,51,1,1
26,26,0,1,1,0,2,350.64673759999965,50,51,1,1
27,27,0,1,1,0,0,354.659056,50,51,1,1
28,28,0,1,1,0,0,417.61004319999995,50,51,1,1
29,29,3,15,0,0,2,352.7577584000001,51,51,1,1
30,30,3,15,0,0,3,445.6938256,51,51,1,1
31,31,0,1,1,0,1,615.5653364,50,51,1,1
32,32,3,15,0,0,4,548.1120280000001,51,51,1,1
33,33,0,1,1,0,1,205.6528908,50,51,1,1
34,34,3,15,0,0,3,306.68148239999994,51,51,1,1
35,35,0,1,1,0,0,300.5570312,50,51,1,1
36,36,0,1,1,0,0,264.2949335999988,50,51,1,1
37,37,3,15,0,0,3,362.13809000000003,51,51,1,1
38,38,1,1,1,0,3,305.112617199998,51,51,1,1
39,39,0,1,1,0,2,273.1828716000001,50,51,1,1
40,40,1,1,1,0,1,320.75462079999966,51,51,1,1
41,41,0,1,1,0,2,353.29574400000007,50,51,1,1
42,42,0,1,1,0,-1,618.672876,50,51,1,1
43,43,0,1,1,0,7,305.8899608000001,50,51,1,1
44,44,3,0,0,0,0,526.1767715999999,51,51,1,1
45,45,0,1,1,0,8,327.624668,50,51,1,1
46,46,0,1,1,0,2,275.6634656,49,51,1,1
47,47,0,1,0,0,1,681.8526016000001,51,51,1,1
48,48,0,1,1,0,5,281.440861599997,50,51,1,1
49,49,1,1,1,0,0,269.85871439999994,50,51,1,1
50,50,3,1,1,0,3,303.98182440000096,51,51,1,1
51,51,1,33,2,3,4,396.4207719999998,51,51,1,1
52,52,0,1,1,0,1,327.38113999999996,50,51,1,1
53,53,0,1,1,0,0,250.829948,50,51,1,1
54,54,0,0,1,0,9,277.15871639999995,50,51,1,1
55,55,0,1,1,0,1,324.4730932,50,51,1,1
56,56,2,0,1,0,10,362.4996012,51,51,1,1
57,57,2,2,1,0,3,375.7665952000001,51,51,1,1
58,58,1,2,1,0,3,453.4907803999999,51,51,1,1
59,59,1,0,1,0,2,297.2693476,51,51,1,1
60,60,0,1,1,0,3,323.1797816,50,51,1,1
61,61,1,1,1,0,13,164.2298344,51,51,1,1
62,62,2,26,2,7,2,356.84858399999973,51,51,1,1
63,63,2,1,1,0,2,308.2941604,50,51,1,1
64,64,3,33,0,0,3,355.9980151999999,51,51,1,1
65,65,3,30,0,0,11,390.3552568000001,51,51,1,1
66,66,0,1,1,0,2,413.3268416,49,51,1,1
67,67,3,21,0,0,3,221.71978959999998,51,51,1,1
68,68,0,2,1,0,1,293.30790319999943,50,51,1,1
69,69,2,1,1,0,4,582.2280212000001,50,51,1,1
70,70,2,0,1,0,9,348.3343336,51,51,1,1
71,71,1,2,1,0,1,333.1327376000001,51,51,1,1
72,72,2,3,1,0,3,298.92022280000293,51,51,1,1
73,73,2,1,1,0,4,447.00465119999996,51,51,1,1
74,74,0,1,1,0,1,273.90884079999944,50,51,1,1
75,75,3,30,0,0,11,350.945198399999,51,51,1,1
76,76,3,33,0,0,1,331.1354744000001,51,51,1,1
77,77,3,21,0,0,2,288.79985520000196,51,51,1,1
78,78,0,1,1,0,1,315.96868400000005,51,51,1,1
79,79,0,0,1,0,3,189.0234312,50,51,1,1
80,80,1,2,1,0,3,413.11911999999984,51,51,1,1
81,81,3,21,0,0,3,858.8620960000001,51,51,1,1
82,82,3,30,0,0,1,468.58100959999996,51,51,1,1
83,83,3,33,0,0,2,479.0102352,51,51,1,1
84,84,3,33,0,0,0,390.51121479999995,51,51,1,1
85,85,1,1,0,0,1,637.5020939999999,51,51,1,1
86,86,3,21,0,0,2,403.1112311999997,51,51,1,1
87,87,0,1,1,0,4,356.1670391999997,50,51,1,1
88,88,0,1,1,0,3,386.7701687999999,50,51,1,1
89,89,0,4,1,0,1,421.03350199999994,51,51,1,1
90,90,0,1,1,0,1,417.7991943999999,51,51,1,1
91,91,3,21,0,0,9,433.5877039999995,51,51,1,1
92,92,1,7,1,0,3,519.5478616000001,51,51,1,1
93,93,0,1,1,0,2,236.05647200000007,50,51,1,1
94,94,3,30,0,0,21,310.3206136,51,51,1,1
95,95,2,18,2,10,3,370.8508324000002,50,51,1,1
96,96,3,14,0,0,8,290.05574800000005,51,51,1,1
97,97,0,1,1,0,2,412.21884480000193,50,51,1,1
98,98,0,1,0,0,1,238.6802360000001,50,51,1,1
99,99,3,30,0,0,2,259.64610640000006,51,51,1,1
100,100,2,0,1,0,3,318.22582159999934,51,51,1,1
101,101,0,4,1,0,12,342.9473608,51,51,1,1
102,102,3,33,0,0,3,361.54667280000007,51,51,1,1
103,103,1,0,1,0,11,352.29171919999993,50,51,1,1
104,104,2,26,2,32,7,417.6683119999999,51,51,1,1
