,id,energy,location,vehicle_status,remain_trip_time,destination,idle_driving_distance,dispatched_charging_time,dispatched_serving_time,update_status,decision
0,0,1,0,1,0,-1,391.56922719999966,44,44,1,1
1,1,0,0,1,0,2,143.57954959999998,44,44,1,1
2,2,1,1,1,0,-1,147.79703199999997,44,44,1,1
3,3,1,2,1,0,0,158.43042079999995,44,44,1,1
4,4,2,3,1,0,1,230.08475400000003,44,44,1,1
5,5,3,35,0,0,2,178.5695192,44,44,1,1
6,6,1,33,2,3,4,268.8634744,44,44,1,1
7,7,0,1,1,0,0,233.52683879999998,44,44,1,1
8,8,2,0,1,0,-1,183.8576352,44,44,1,1
9,9,1,1,1,0,-1,187.4202608,44,44,1,1
10,10,3,19,0,0,5,285.49766,44,44,1,1
11,11,2,1,1,0,2,304.000228,44,44,1,1
12,12,3,27,0,0,-1,329.4734791999998,44,44,1,1
13,13,2,1,1,0,3,257.3108508,44,44,1,1
14,14,2,1,1,0,4,270.78812399999975,44,44,1,1
15,15,3,27,0,0,7,275.4104855999997,44,44,1,1
16,16,3,27,0,0,2,237.012792,44,44,1,1
17,17,3,27,0,0,15,389.38826159999996,44,44,1,1
18,18,3,24,0,0,25,301.5189112,44,44,1,1
19,19,2,1,1,0,1,453.08656840000003,44,44,1,1
20,20,3,27,0,0,0,282.7406784,44,44,1,1
21,21,3,0,0,0,1,228.714825600001,44,44,1,1
22,22,3,19,0,0,-1,233.74056519999996,44,44,1,1
23,23,3,30,0,0,0,284.35874959999995,44,44,1,1
24,24,2,0,1,0,0,283.7805652,44,44,1,1
25,25,3,27,0,0,3,146.69381679999995,44,44,1,1
26,26,3,27,0,0,1,278.63595279999964,44,44,1,1
27,27,1,1,1,0,0,283.6569664,44,44,1,1
28,28,1,0,0,0,0,328.24483039999996,44,44,1,1
29,29,2,1,1,0,1,290.2337792000001,44,44,1,1
30,30,3,30,0,0,15,363.72941760000003,44,44,1,1
31,31,3,30,0,0,1,472.3025955999999,44,44,1,1
32,32,3,18,0,0,4,343.0243112000001,44,44,1,1
33,33,3,18,0,0,1,164.6989316,44,44,1,1
34,34,0,3,0,0,3,229.28995199999994,44,44,1,1
35,35,3,18,0,0,0,254.30522599999998,44,44,1,1
36,36,2,1,1,0,0,229.69416399999906,44,44,1,1
37,37,2,1,1,0,4,270.53392080000003,44,44,1,1
38,38,3,19,0,0,3,224.90472439999806,44,44,1,1
39,39,1,1,1,0,3,218.11741000000004,44,44,1,1
40,40,2,0,1,0,3,273.10686639999994,44,44,1,1
41,41,3,1,1,0,4,274.06068440000007,44,44,1,1
42,42,3,1,1,0,-1,506.2729168,44,44,1,1
43,43,3,0,1,0,7,248.39277760000007,44,44,1,1
44,44,2,18,2,10,1,399.7385908,44,44,1,1
45,45,3,1,1,0,18,262.213492,44,44,1,1
46,46,2,8,1,0,8,230.437536,44,44,1,1
47,47,3,30,0,0,2,514.5478648000001,44,44,1,1
48,48,3,18,0,0,1,191.933201599997,44,44,1,1
49,49,3,18,0,0,1,210.81051359999995,44,44,1,1
50,50,0,3,1,0,3,225.176386000001,43,44,1,1
51,51,3,19,0,0,12,291.49534319999975,44,44,1,1
52,52,3,30,0,0,1,268.0900783999999,44,44,1,1
53,53,7,1,1,0,10,212.803718,44,44,1,1
54,54,3,30,0,0,4,245.95683039999994,44,44,1,1
55,55,3,19,0,0,1,229.5523284,44,44,1,1
56,56,1,1,1,0,2,295.51160919999995,43,44,1,1
57,57,3,15,0,0,11,289.84002000000004,44,44,1,1
58,58,7,1,1,0,2,345.56573159999994,44,44,1,1
59,59,3,15,0,0,1,230.4026748,44,44,1,1
60,60,7,1,1,0,3,255.97828560000002,44,44,1,1
61,61,5,1,1,0,13,125.57604719999998,44,44,1,1
62,62,3,30,0,0,2,246.0626927999997,44,44,1,1
63,63,3,18,0,0,2,244.7829476,44,44,1,1
64,64,6,1,0,0,1,303.162336,44,44,1,1
65,65,3,30,0,0,4,294.33127680000007,44,44,1,1
66,66,3,30,0,0,3,318.4811368,44,44,1,1
67,67,3,30,0,0,1,162.61131840000002,44,44,1,1
68,68,1,2,1,0,5,223.31940159999945,42,44,1,1
69,69,3,15,0,0,-1,463.46875639999996,44,44,1,1
70,70,3,20,0,0,1,244.651676,44,44,1,1
71,71,0,4,0,0,4,262.199036,44,44,1,1
72,72,3,20,0,0,1,191.38348440000297,44,44,1,1
73,73,3,20,0,0,4,357.3331935999999,44,44,1,1
74,74,3,33,0,0,9,236.41898399999943,44,44,1,1
75,75,3,20,0,0,11,270.357223999999,44,44,1,1
76,76,3,20,0,0,0,281.0082936,44,44,1,1
77,77,8,2,1,0,1,218.84426880000197,44,44,1,1
78,78,8,4,1,0,21,224.620664,44,44,1,1
79,79,8,5,1,0,4,158.24149200000002,44,44,1,1
80,80,3,33,0,0,2,305.80544879999985,44,44,1,1
81,81,3,24,0,0,3,627.2544024,44,44,1,1
82,82,3,20,0,0,1,415.13739999999996,44,44,1,1
83,83,3,20,0,0,4,350.187148,44,44,1,1
84,84,8,6,1,0,1,268.18365320000004,44,44,1,1
85,85,11,33,2,5,7,523.5425548,44,44,1,1
86,86,11,15,1,0,2,312.13806639999984,44,44,1,1
87,87,3,0,0,0,2,289.0645111999997,44,44,1,1
88,88,3,15,0,0,2,331.7940008,44,44,1,1
89,89,11,20,1,0,1,301.104302,44,44,1,1
90,90,3,15,0,0,4,346.83624719999995,44,44,1,1
91,91,3,20,0,0,0,335.96855999999946,44,44,1,1
92,92,2,1,1,0,7,370.02144720000007,44,44,1,1
93,93,2,26,2,7,2,201.71246320000006,44,44,1,1
94,94,3,1,1,0,3,230.48624160000003,44,44,1,1
95,95,3,15,0,0,1,329.93184560000014,44,44,1,1
96,96,3,1,1,0,9,200.30834080000002,44,44,1,1
97,97,3,20,0,0,4,320.3335064000019,44,44,1,1
98,98,1,0,0,0,0,164.64972560000004,44,44,1,1
99,99,0,1,1,0,4,190.7195092,43,44,1,1
100,100,1,1,1,0,11,261.7691367999995,44,44,1,1
101,101,1,1,1,0,1,233.14759120000005,44,44,1,1
102,102,3,33,0,0,1,308.5729944,44,44,1,1
103,103,0,8,0,0,8,292.9715231999999,43,44,1,1
104,104,2,1,1,0,3,320.7878695999999,44,44,1,1
105,105,3,15,0,0,25,191.17509560000002,44,44,1,1
106,106,3,20,0,0,0,229.6416775999997,44,44,1,1
107,107,3,20,0,0,7,314.79863759999995,44,44,1,1
108,108,3,20,0,0,5,250.90217240000007,44,44,1,1
109,109,3,15,0,0,2,123.69087360000002,44,44,1,1
110,110,3,20,0,0,4,248.99670480000003,44,44,1,1
111,111,3,15,0,0,1,243.24032559999998,44,44,1,1
112,112,3,21,0,0,0,288.617376,44,44,1,1
113,113,3,15,0,0,0,346.2375464,44,44,1,1
114,114,3,15,0,0,2,858.6411416,44,44,1,1
115,115,1,1,1,0,6,236.96642159999996,44,44,1,1
116,116,3,15,0,0,0,218.3242976,44,44,1,1
117,117,3,19,0,0,1,325.9539992,44,44,1,1
118,118,3,19,0,0,9,311.9947852,44,44,1,1
119,119,3,20,0,0,15,324.0019388,44,44,1,1
120,120,0,1,1,0,1,259.4077492,44,44,1,1
121,121,1,2,1,0,3,427.18847759999994,44,44,1,1
