,id,energy,location,vehicle_status,remain_trip_time,destination,idle_driving_distance,dispatched_charging_time,dispatched_serving_time,update_status,decision
0,0,2,0,1,0,-1,606.5887719999997,56,56,1,1
1,1,2,1,1,0,-1,200.6980968,56,56,1,1
2,2,1,1,1,0,2,223.5293472,56,56,1,1
3,3,2,0,1,0,-1,215.1546528,56,56,1,1
4,4,3,19,0,0,2,354.28631359999997,56,56,1,0
5,5,3,27,0,0,1,265.51535359999997,56,56,1,0
6,6,2,1,1,0,3,464.11677439999994,56,56,1,1
7,7,0,4,0,0,4,260.46637319999996,56,56,1,0
8,8,0,1,1,0,0,307.5431712,56,56,1,1
9,9,1,1,1,0,1,292.64626319999996,56,56,1,1
10,10,1,1,1,0,0,373.16229119999997,56,56,1,1
11,11,3,1,1,0,3,506.7488527999999,56,56,1,1
12,12,3,20,0,0,4,536.0135791999998,56,56,1,0
13,13,2,2,1,0,3,470.4573427999999,56,56,1,1
14,14,3,5,0,0,0,417.59369679999963,56,56,1,0
15,15,2,2,1,0,4,384.84829919999964,56,56,1,1
16,16,2,2,1,0,13,393.93934399999995,56,56,1,1
17,17,3,5,0,0,3,577.4549835999998,56,56,1,0
18,18,1,1,1,0,0,453.8213223999999,56,56,1,1
19,19,1,1,1,0,2,726.8289428000003,56,56,1,1
20,20,3,19,0,0,1,498.088152,56,56,1,0
21,21,2,1,1,0,9,343.5480632000009,56,56,1,1
22,22,2,0,1,0,3,367.7689244,56,56,1,1
23,23,2,1,1,0,2,496.16439199999985,56,56,1,1
24,24,3,21,0,0,3,451.70068279999987,56,56,1,0
25,25,3,19,0,0,0,270.30262479999993,56,56,1,0
26,26,0,3,0,0,3,402.8222223999993,56,56,1,0
27,27,3,27,0,0,0,398.0286127999999,56,56,1,0
28,28,3,0,0,0,3,481.05220080000004,56,56,1,0
29,29,3,5,0,0,1,529.5735424,56,56,1,0
30,30,3,27,0,0,0,421.4114152,56,56,1,0
31,31,3,0,0,0,4,721.2646060000001,56,56,1,0
32,32,3,19,0,0,1,702.3981359999999,56,56,1,0
33,33,3,21,0,0,3,291.87136599999997,56,56,1,0
34,34,3,19,0,0,1,392.77608079999993,56,56,1,0
35,35,3,5,0,0,1,373.0088908,56,56,1,0
36,36,2,2,1,0,13,308.01143439999845,56,56,1,1
37,37,1,1,1,0,2,358.1061448,56,56,1,1
38,38,3,1,1,0,7,278.2372451999971,56,56,1,1
39,39,3,5,0,0,3,400.92665159999996,56,56,1,0
40,40,3,15,0,0,15,363.17085999999995,56,56,1,0
41,41,3,1,1,0,3,423.53261080000004,56,56,1,1
42,42,0,2,1,0,3,757.623392,56,56,1,1
43,43,0,3,1,0,3,404.78556960000003,56,56,1,1
44,44,3,21,0,0,0,673.2330447999999,56,56,1,0
45,45,3,5,0,0,1,315.4387047999996,56,56,1,0
46,46,0,2,1,0,3,292.1340760000001,56,56,1,1
47,47,1,2,1,0,3,878.358236,56,56,1,1
48,48,3,15,0,0,2,337.946196399999,56,56,1,0
49,49,3,15,0,0,1,298.07015440000004,56,56,1,0
50,50,3,3,1,0,0,297.31182600000005,56,56,1,1
51,51,1,1,1,0,9,413.6379791999996,56,56,1,1
52,52,3,15,0,0,7,445.6736983999999,56,56,1,0
53,53,3,0,0,0,10,335.5150864000001,56,56,1,0
54,54,3,5,0,0,0,364.68256840000004,56,56,1,0
55,55,3,15,0,0,8,454.8577619999999,56,56,1,0
56,56,3,5,0,0,1,478.5088899999999,56,56,1,0
57,57,3,5,0,0,7,366.95566320000006,56,56,1,0
58,58,2,1,1,0,1,492.5874771999999,56,56,1,1
59,59,1,1,1,0,1,342.55054359999997,56,56,1,1
60,60,3,20,0,0,11,384.2563816,56,56,1,0
61,61,3,20,0,0,1,181.08919999999995,56,56,1,0
62,62,1,2,1,0,2,420.1168247999997,56,56,1,1
63,63,3,19,0,0,4,251.15437400000002,56,56,1,0
64,64,3,19,0,0,4,438.9773456,56,56,1,0
65,65,0,2,1,0,1,391.44457199999994,56,56,1,1
66,66,1,1,1,0,4,456.6530303999999,56,56,1,1
67,67,3,20,0,0,13,222.22641679999998,56,56,1,0
68,68,1,2,1,0,4,307.3056479999997,56,56,1,1
69,69,0,5,1,0,1,586.6953143999999,56,56,1,0
70,70,3,19,0,0,5,304.5982616,56,56,1,0
71,71,1,3,0,0,3,311.7205104,56,56,1,0
72,72,1,18,2,10,3,311.7977944000069,56,56,1,1
73,73,2,4,1,0,1,511.1987431999998,56,56,1,1
74,74,2,0,1,0,3,458.9735519999996,56,56,1,1
75,75,3,19,0,0,4,367.90597839999907,56,56,1,0
76,76,3,4,1,0,1,357.5930679999999,56,56,1,1
77,77,2,18,2,30,14,309.0033384000009,56,56,1,1
78,78,3,20,0,0,2,340.57379679999997,56,56,1,0
79,79,1,2,1,0,1,277.1424256,56,56,1,1
80,80,7,4,1,0,4,474.5685735999998,56,56,1,1
81,81,1,4,1,0,7,949.8298676000002,56,56,1,1
82,82,7,13,0,0,13,627.6010128000001,56,56,1,0
83,83,3,25,0,0,10,597.2826107999999,56,56,1,0
84,84,0,1,1,0,15,477.15091559999996,56,56,1,1
85,85,2,1,1,0,4,652.2860227999998,56,56,1,1
86,86,3,27,0,0,3,491.3385344,56,56,1,0
87,87,3,20,0,0,3,432.6140368,56,56,1,0
88,88,5,7,0,0,7,431.46522960000016,56,56,1,0
89,89,5,0,1,0,2,663.0595236000001,56,56,1,1
90,90,3,20,0,0,10,551.2507592000001,56,56,1,0
91,91,2,4,1,0,1,495.38888319999967,55,56,1,1
92,92,3,27,0,0,1,569.0396456000001,56,56,1,0
93,93,3,21,0,0,3,306.6644688000001,56,56,1,0
94,94,3,26,0,0,10,350.27232719999995,56,56,1,0
95,95,3,33,2,3,4,490.47829119999994,56,56,1,1
96,96,3,11,0,0,9,316.7933432000001,56,56,1,0
97,97,3,20,0,0,4,382.93565920000185,56,56,1,0
98,98,3,16,0,0,16,342.97138,56,56,1,0
99,99,3,0,0,0,4,273.2530944000001,56,56,1,0
100,100,1,0,0,0,0,440.1952079999995,56,56,1,0
101,101,2,18,2,1,2,486.2907216,56,56,1,1
102,102,3,25,0,0,2,590.1456279999998,56,56,1,0
103,103,3,21,0,0,3,451.297972,56,56,1,0
104,104,3,5,0,0,5,391.8049712,56,56,1,0
105,105,3,27,0,0,9,400.40934920000007,56,56,1,0
106,106,3,20,0,0,15,391.1662383999994,56,56,1,0
107,107,2,7,1,0,1,501.8092931999999,56,56,1,1
108,108,6,1,1,0,1,360.28143920000014,56,56,1,1
109,109,6,1,1,0,2,236.98610400000004,56,56,1,1
110,110,3,20,0,0,3,358.7326456,56,56,1,0
111,111,3,27,0,0,2,323.09905039999995,56,56,1,0
112,112,0,15,1,0,3,357.13981680000006,56,56,1,1
113,113,2,18,2,4,1,665.3498543999999,56,56,1,1
114,114,7,33,0,0,33,1296.5173848000002,56,56,1,0
115,115,3,20,0,0,0,327.66603440000006,56,56,1,0
116,116,6,7,1,0,2,294.9667848,56,56,1,1
117,117,3,27,0,0,2,657.9127984,56,56,1,0
118,118,1,9,1,0,1,400.2560043999999,56,56,1,1
119,119,3,15,0,0,1,446.55751599999996,56,56,1,0
120,120,3,27,0,0,1,382.7840936,56,56,1,0
121,121,3,25,0,0,7,541.1316704000001,56,56,1,0
122,122,4,1,0,0,1,1163.5900167999998,56,56,1,0
123,123,2,1,1,0,2,334.01299679999903,56,56,1,1
124,124,3,27,0,0,2,587.631396,56,56,1,0
125,125,0,15,1,0,2,290.55114399999997,56,56,1,0
126,126,0,0,1,0,10,523.91046,55,56,1,0
127,127,3,18,0,0,3,430.34277679999997,56,56,1,0
128,128,3,20,0,0,1,287.28664559999976,56,56,1,0
129,129,3,25,0,0,1,507.0619919999999,56,56,1,0
130,130,8,20,1,0,2,479.99491120000005,56,56,1,0
131,131,3,21,0,0,4,494.55332639999995,56,56,1,0
132,132,3,27,0,0,1,478.50572080000006,56,56,1,0
133,133,3,18,2,10,1,1565.2834480000001,56,56,1,1
134,134,1,1,1,0,3,516.3392412,56,56,1,1
135,135,2,1,1,0,4,222.8873896,56,56,1,1
136,136,2,1,1,0,4,338.19328279999905,55,56,1,1
137,137,3,18,0,0,3,254.80101120000003,56,56,1,0
138,138,3,26,0,0,9,565.4010703999999,56,56,1,0
139,139,14,23,0,0,1,499.42933519999997,56,55,1,0
140,140,3,21,0,0,9,310.1871735999997,56,56,1,0
141,141,3,33,0,0,2,615.0589871999998,56,56,1,0
142,142,3,4,1,0,1,381.5573352000001,56,56,1,0
143,143,3,14,0,0,8,427.83888640000004,56,56,1,0
144,144,2,26,2,12,8,676.2146503999999,56,56,1,0
145,145,2,18,2,10,1,457.44066,56,56,1,1
146,146,14,23,0,0,4,320.63485840000004,56,55,1,0
147,147,0,9,0,0,9,500.7498351999999,56,56,1,0
148,148,3,21,0,0,10,399.3523932000001,56,56,1,0
149,149,3,3,1,0,10,546.1055352,56,56,1,1
150,150,0,15,1,0,2,321.8799648000001,56,56,1,0
151,151,3,25,0,0,1,720.9137144000001,56,56,1,0
152,152,3,0,0,0,4,455.1819655999999,56,56,1,0
153,153,3,21,0,0,3,320.287692,56,56,1,0
154,154,2,3,1,0,10,667.2838448,56,56,1,1
155,155,3,25,0,0,15,546.4865063999999,56,56,1,0
156,156,3,23,0,0,6,444.741063999999,56,56,1,0
157,157,3,26,0,0,0,368.10647199999994,56,56,1,0
158,158,1,3,1,0,10,371.76067079999996,56,56,1,1
159,159,0,5,1,0,1,360.48921640000003,56,56,1,0
160,160,3,23,0,0,1,776.0947128000001,56,55,1,0
161,161,3,23,0,0,15,380.90970639999927,56,56,1,0
162,162,3,18,0,0,1,365.7168952,56,56,1,0
163,163,0,0,1,0,26,504.2802683999999,56,56,1,0
164,164,3,8,1,0,8,477.69412760000205,56,56,1,1
165,165,3,25,0,0,15,318.625641200004,56,56,1,0
166,166,3,23,0,0,7,287.10088600000404,56,56,1,0
167,167,1,2,0,0,2,366.57769439999913,56,56,1,0
168,168,3,26,2,18,8,355.6562976000001,56,56,1,0
169,169,2,0,1,0,3,435.33387760000005,56,56,1,1
170,170,3,25,0,0,4,390.980089599998,56,56,1,0
171,171,3,33,0,0,1,400.9175888,56,56,1,0
172,172,0,5,1,0,18,291.2585984,55,56,1,0
173,173,3,22,0,0,4,849.9584232000002,56,56,1,0
174,174,1,4,1,0,3,397.3433984,56,56,1,0
175,175,1,3,1,0,4,542.9398935999999,56,56,1,1
176,176,3,25,0,0,3,569.9402543999996,56,56,1,0
177,177,2,1,1,0,5,317.6432447999997,56,56,1,1
178,178,3,33,0,0,2,500.8172779999999,56,56,1,0
179,179,1,1,0,0,1,315.6109535999999,55,55,1,0
180,180,1,3,1,0,9,403.92788399999944,56,56,1,1
181,181,3,4,1,0,2,538.8859864000003,56,56,1,0
182,182,3,23,0,0,1,372.6086264,56,56,1,0
183,183,2,8,1,0,14,420.6741591999994,56,56,1,1
184,184,0,9,1,0,2,430.64991119999996,55,56,1,0
185,185,3,25,0,0,4,504.59101680000003,56,56,1,0
186,186,3,33,0,0,2,416.21793039999966,56,55,1,0
187,187,3,33,0,0,0,511.312056,56,56,1,0
188,188,3,33,0,0,4,232.4008831999999,56,56,1,0
189,189,0,9,1,0,3,331.95907720000196,55,56,1,0
190,190,2,2,1,0,2,555.0220515999998,56,56,1,1
191,191,3,23,0,0,7,457.9127039999994,56,55,1,0
192,192,3,14,0,0,14,440.72073919999997,56,56,1,0
193,193,3,25,0,0,0,383.8111367999999,56,56,1,0
194,194,3,2,1,0,0,374.62990879999984,56,56,1,0
195,195,3,25,0,0,1,393.6545607999996,56,56,1,0
196,196,2,1,1,0,10,273.1471207999997,56,56,1,1
197,197,7,1,1,0,4,699.4899224000001,56,56,1,1
198,198,4,3,0,0,3,404.25275479999993,55,56,1,0
199,199,3,22,0,0,3,387.42257919999986,56,56,1,0
200,200,3,25,0,0,4,543.5461560000001,56,56,1,0
201,201,1,18,2,16,1,494.35144279999986,56,56,1,0
202,202,3,4,0,0,4,329.26325559999907,56,56,1,0
203,203,3,33,0,0,4,334.521125199999,56,56,1,0
204,204,0,15,1,0,15,434.97892719999993,56,56,1,0
205,205,3,25,0,0,1,541.0778495999997,56,56,1,0
206,206,3,33,0,0,2,572.5415559999998,56,56,1,0
207,207,3,25,0,0,4,511.7689768000001,56,56,1,0
208,208,3,25,0,0,4,483.1062871999999,56,56,1,0
