,Unnamed: 0,id,energy,location,vehicle_status,remain_trip_time,destination,dispatched_charging_time,dispatched_serving_time,update_status
0,0,0,5,0,1,0,0,50,51,1
1,1,1,13,0,1,0,0,51,51,1
2,2,2,3,0,0,0,0,51,51,1
3,3,3,12,0,1,0,5,51,51,1
4,4,4,3,0,0,0,5,51,51,1
5,5,5,2,1,1,0,1,50,51,1
6,6,6,13,1,1,0,4,51,51,1
7,7,7,3,1,1,0,1,50,51,1
8,8,8,2,1,1,0,1,50,51,1
9,9,9,1,26,2,7,2,49,51,1
10,10,10,5,1,1,0,3,50,51,1
11,11,11,13,1,1,0,4,51,51,1
12,12,12,4,18,2,10,3,50,51,1
13,13,13,3,15,0,0,4,51,51,1
14,14,14,0,1,1,0,2,48,51,1
15,15,15,6,1,1,0,0,50,51,1
16,16,16,3,30,0,0,0,51,51,1
17,17,17,9,3,0,0,3,51,51,1
18,18,18,11,1,1,0,17,51,51,1
19,19,19,3,15,0,0,3,51,51,1
20,20,20,1,1,1,0,0,50,51,1
21,21,21,3,5,0,0,20,51,51,1
22,22,22,3,5,0,0,0,51,51,1
23,23,23,1,26,2,14,8,49,51,1
24,24,24,2,8,0,0,8,49,51,1
25,25,25,13,1,1,0,2,51,51,1
26,26,26,14,0,0,0,3,51,50,1
27,27,27,3,3,0,0,3,51,51,1
28,28,28,3,15,0,0,2,51,51,1
29,29,29,3,5,0,0,4,51,51,1
30,30,30,3,5,0,0,1,51,51,1
31,31,31,3,5,0,0,4,51,51,1
32,32,32,1,26,2,7,3,49,51,1
33,33,33,3,5,0,0,2,51,51,1
34,34,34,14,0,0,0,8,51,50,1
35,35,35,7,26,2,11,17,50,51,1
36,36,36,3,15,0,0,21,51,51,1
37,37,37,6,2,1,0,7,50,51,1
38,38,38,8,2,1,0,3,51,51,1
39,39,39,3,15,0,0,3,51,51,1
40,40,40,11,18,2,16,3,51,51,1
41,41,41,1,14,0,0,14,50,51,1
42,42,42,3,4,0,0,4,49,51,1
43,43,43,9,1,1,0,9,51,51,1
44,44,44,3,0,0,0,3,51,51,1
45,45,45,14,6,0,0,1,51,51,1
46,46,46,4,1,0,0,1,50,51,1
47,47,47,0,4,1,0,1,50,51,1
48,48,48,11,0,1,0,4,51,51,1
49,49,49,3,5,0,0,10,51,51,1
50,50,50,13,2,1,0,2,51,51,1
51,51,51,14,7,0,0,1,51,50,1
52,52,52,9,1,1,0,1,51,51,1
53,53,53,3,5,0,0,2,51,51,1
54,54,54,0,7,1,0,2,50,51,1
55,55,55,14,0,0,0,0,50,51,1
56,56,56,0,4,1,0,3,50,51,1
57,57,57,3,26,2,32,7,49,51,1
58,58,58,3,5,0,0,3,51,51,1
59,59,59,4,0,1,0,3,50,51,1
60,60,60,0,1,0,0,1,49,51,1
61,61,61,0,1,1,0,4,50,51,1
62,62,62,0,1,0,0,1,50,51,1
63,63,63,11,0,1,0,3,50,51,1
64,64,64,13,18,2,7,2,51,51,1
65,65,65,9,3,1,0,1,48,51,1
66,66,66,4,7,0,0,7,49,51,1
67,67,67,3,14,0,0,17,51,51,1
68,68,68,0,1,1,0,7,48,51,1
69,69,69,6,16,2,4,16,49,51,1
