,Unnamed: 0,id,energy,location,vehicle_status,remain_trip_time,destination,dispatched_charging_time,dispatched_serving_time,update_status
0,0,0,2,1,1,0,0,48,49,1
1,1,1,14,0,0,0,0,49,48,1
2,2,2,10,0,1,0,0,49,49,1
3,3,3,5,1,1,0,5,47,49,1
4,4,4,5,0,0,0,5,49,49,1
5,5,5,3,1,1,0,3,48,49,1
6,6,6,12,2,1,0,4,49,49,1
7,7,7,3,29,0,0,1,49,49,1
8,8,8,1,1,1,0,1,48,49,1
9,9,9,13,1,1,0,0,49,49,1
10,10,10,3,5,0,0,3,49,49,1
11,11,11,3,5,0,0,4,49,49,1
12,12,12,3,5,0,0,1,49,49,1
13,13,13,1,1,1,0,4,47,49,1
14,14,14,11,3,0,0,3,48,49,1
15,15,15,3,15,0,0,1,49,49,1
16,16,16,10,1,1,0,4,49,49,1
17,17,17,9,3,0,0,3,48,49,1
18,18,18,6,3,0,0,3,48,49,1
19,19,19,3,5,0,0,3,49,49,1
20,20,20,0,4,1,0,0,48,49,1
21,21,21,3,5,0,0,20,49,49,1
22,22,22,3,5,0,0,0,49,49,1
23,23,23,13,1,1,0,2,49,49,1
24,24,24,12,26,2,7,3,49,49,1
25,25,25,2,0,1,0,2,48,49,1
26,26,26,3,21,0,0,3,49,49,1
27,27,27,3,5,0,0,1,49,49,1
28,28,28,4,2,0,0,2,47,49,1
29,29,29,3,15,0,0,4,49,49,1
30,30,30,3,15,0,0,1,49,49,1
31,31,31,10,1,1,0,2,49,49,1
32,32,32,14,5,0,0,13,49,49,1
33,33,33,14,7,0,0,3,49,49,1
34,34,34,9,3,0,0,3,47,49,1
35,35,35,0,6,1,0,3,48,49,1
36,36,36,1,2,1,0,21,48,49,1
37,37,37,0,1,1,0,7,48,49,1
38,38,38,11,18,2,10,3,49,49,1
39,39,39,3,5,0,0,3,49,49,1
40,40,40,13,2,1,0,3,49,49,1
41,41,41,0,1,1,0,1,48,49,1
42,42,42,11,8,0,0,8,49,49,1
43,43,43,3,5,0,0,9,49,49,1
44,44,44,4,14,0,0,8,49,49,1
45,45,45,8,9,0,0,9,47,49,1
46,46,46,0,7,1,0,9,46,49,1
47,47,47,0,5,0,0,1,49,49,1
48,48,48,3,29,0,0,4,49,49,1
49,49,49,13,0,1,0,10,49,49,1
50,50,50,7,18,2,7,2,48,49,1
51,51,51,8,3,0,0,3,48,49,1
52,52,52,3,21,0,0,3,49,49,1
53,53,53,14,3,0,0,10,49,49,1
54,54,54,0,1,1,0,2,48,49,1
55,55,55,2,8,0,0,8,47,49,1
56,56,56,5,1,1,0,6,48,49,1
57,57,57,14,5,0,0,2,49,49,1
58,58,58,14,6,0,0,6,49,49,1
59,59,59,0,17,0,0,17,48,49,1
60,60,60,12,0,0,0,0,49,49,1
61,61,61,3,27,0,0,4,49,49,1
62,62,62,4,3,1,0,2,48,49,1
63,63,63,4,1,0,0,1,48,49,1
64,64,64,9,18,2,7,9,48,49,1
65,65,65,9,26,2,11,17,48,49,1
66,66,66,11,0,1,0,3,49,49,1
67,67,67,3,1,1,0,3,47,49,1
68,68,68,9,14,0,0,14,48,49,1
69,69,69,14,17,0,0,8,49,49,1
70,70,70,0,11,1,0,2,47,49,1
71,71,71,2,1,0,0,1,46,49,1
72,72,72,9,18,2,3,10,49,49,1
73,73,73,10,18,2,10,1,48,49,1
74,74,74,0,1,1,0,2,48,49,1
75,75,75,5,3,0,0,3,48,49,1
76,76,76,3,3,0,0,3,49,49,1
77,77,77,12,3,0,0,3,49,49,1
78,78,78,0,4,1,0,14,48,49,1
79,79,79,2,2,0,0,2,47,49,1
80,80,80,13,3,1,0,1,49,49,1
