,Unnamed: 0,id,energy,location,vehicle_status,remain_trip_time,destination,dispatched_charging_time,dispatched_serving_time,update_status
0,0,0,3,0,0,0,0,57,56,1
1,1,1,3,27,0,0,0,57,54,1
2,2,2,5,0,1,0,0,54,57,1
3,3,3,0,1,1,0,5,56,57,1
4,4,4,3,30,0,0,5,57,56,1
5,5,5,0,1,0,0,1,57,56,1
6,6,6,0,0,1,0,3,53,57,1
7,7,7,9,26,2,7,2,54,57,1
8,8,8,10,3,0,0,3,54,56,1
9,9,9,0,1,1,0,3,56,57,1
10,10,10,3,5,0,0,3,57,56,1
11,11,11,4,26,2,19,2,53,57,1
12,12,12,0,2,1,0,3,53,57,1
13,13,13,3,15,0,0,4,57,56,1
14,14,14,7,1,1,0,0,54,57,1
15,15,15,3,26,2,14,8,54,57,1
16,16,16,3,15,0,0,0,57,56,1
17,17,17,3,5,0,0,0,57,56,1
18,18,18,0,1,1,0,1,56,57,1
19,19,19,3,5,0,0,3,57,56,1
20,20,20,0,1,1,0,0,54,57,1
21,21,21,7,0,1,0,3,53,57,1
22,22,22,0,1,1,0,0,54,57,1
23,23,23,0,1,1,0,3,54,57,1
24,24,24,3,27,0,0,2,57,54,1
25,25,25,0,1,1,0,2,56,57,1
26,26,26,0,1,1,0,1,54,57,1
27,27,27,9,3,0,0,3,54,56,1
28,28,28,0,1,1,0,4,55,57,1
29,29,29,3,27,0,0,9,57,56,1
30,30,30,0,1,1,0,1,54,57,1
31,31,31,3,27,0,0,5,57,56,1
32,32,32,3,27,0,0,2,57,56,1
33,33,33,3,15,0,0,1,57,56,1
34,34,34,3,5,0,0,1,57,56,1
35,35,35,3,15,0,0,10,57,56,1
36,36,36,3,29,0,0,21,57,56,1
37,37,37,1,1,1,0,1,53,57,1
38,38,38,2,2,1,0,9,51,57,1
39,39,39,0,4,0,0,4,54,55,1
40,40,40,0,4,1,0,2,54,57,1
41,41,41,2,1,1,0,2,53,57,1
42,42,42,3,5,0,0,1,57,56,1
43,43,43,3,33,0,0,9,57,56,1
44,44,44,0,1,1,0,3,53,57,1
45,45,45,3,1,1,0,15,53,57,1
46,46,46,2,18,2,10,1,54,57,1
47,47,47,3,5,0,0,1,57,56,1
48,48,48,0,10,0,0,10,54,56,1
49,49,49,5,1,0,0,1,54,56,1
50,50,50,6,2,1,0,3,54,57,1
51,51,51,4,3,1,0,1,54,57,1
52,52,52,3,5,0,0,1,57,55,1
53,53,53,7,4,1,0,21,54,57,1
54,54,54,0,1,1,0,10,54,57,1
55,55,55,1,3,1,0,34,55,57,1
56,56,56,9,18,2,10,9,54,57,1
57,57,57,6,26,2,39,14,53,55,1
58,58,58,3,27,0,0,1,57,54,1
59,59,59,3,20,0,0,1,57,56,1
60,60,60,5,3,1,0,9,54,57,1
61,61,61,1,33,2,3,4,55,57,1
62,62,62,3,15,0,0,15,57,56,1
63,63,63,0,1,1,0,9,54,57,1
64,64,64,10,3,0,0,3,54,56,1
65,65,65,8,1,1,0,2,54,57,1
66,66,66,6,2,1,0,10,54,57,1
67,67,67,3,29,0,0,9,57,56,1
68,68,68,2,1,1,0,11,54,57,1
69,69,69,3,26,2,1,14,54,55,1
70,70,70,3,5,0,0,1,57,56,1
71,71,71,0,2,1,0,1,52,57,1
72,72,72,3,0,0,0,1,57,56,1
73,73,73,0,1,1,0,6,54,57,1
74,74,74,3,27,0,0,1,57,54,1
75,75,75,1,18,2,6,10,55,57,1
76,76,76,3,4,0,0,4,53,56,1
