,Unnamed: 0,id,energy,location,vehicle_status,remain_trip_time,destination,dispatched_charging_time,dispatched_serving_time,update_status
0,0,0,5,26,2,7,2,45,46,1
1,1,1,10,4,0,0,4,46,46,1
2,2,2,14,13,0,0,2,46,46,1
3,3,3,3,33,0,0,5,46,46,1
4,4,4,7,0,1,0,5,46,46,1
5,5,5,13,1,1,0,3,46,46,1
6,6,6,14,2,0,0,3,46,46,1
7,7,7,3,30,0,0,1,46,46,1
8,8,8,7,1,1,0,1,46,46,1
9,9,9,1,1,1,0,0,45,46,1
10,10,10,3,0,0,0,3,46,46,1
11,11,11,3,33,0,0,4,46,46,1
12,12,12,6,1,1,0,4,45,46,1
13,13,13,0,3,1,0,3,44,46,1
14,14,14,13,1,1,0,7,46,46,1
15,15,15,3,15,0,0,1,46,46,1
16,16,16,14,1,0,0,1,46,46,1
17,17,17,8,0,0,0,0,45,46,1
18,18,18,4,1,1,0,2,45,46,1
19,19,19,5,1,1,0,3,44,46,1
20,20,20,3,15,0,0,0,46,46,1
21,21,21,4,3,0,0,3,45,46,1
22,22,22,8,1,1,0,3,46,46,1
23,23,23,3,30,0,0,2,46,46,1
24,24,24,3,15,0,0,1,46,46,1
25,25,25,9,1,1,0,3,46,46,1
26,26,26,3,15,0,0,2,46,46,1
27,27,27,3,30,0,0,0,46,46,1
28,28,28,14,13,0,0,3,46,46,1
29,29,29,7,18,2,10,3,45,46,1
30,30,30,3,15,0,0,1,46,46,1
31,31,31,14,4,0,0,7,46,46,1
32,32,32,3,15,0,0,11,46,46,1
33,33,33,13,1,1,0,1,46,46,1
34,34,34,2,1,1,0,1,45,46,1
35,35,35,10,1,1,0,4,46,46,1
36,36,36,11,1,1,0,21,46,46,1
37,37,37,11,8,0,0,8,45,46,1
38,38,38,3,5,0,0,4,46,46,1
39,39,39,12,1,0,0,1,46,46,1
40,40,40,3,5,0,0,3,46,46,1
41,41,41,13,1,1,0,1,46,46,1
42,42,42,3,5,0,0,3,46,46,1
43,43,43,0,3,0,0,3,45,46,1
44,44,44,3,33,0,0,2,46,46,1
45,45,45,3,5,0,0,3,46,46,1
46,46,46,13,18,2,10,1,46,46,1
47,47,47,3,5,0,0,1,46,46,1
48,48,48,3,5,0,0,4,46,46,1
49,49,49,8,1,1,0,2,46,46,1
50,50,50,3,33,0,0,3,46,46,1
51,51,51,4,33,2,2,5,42,46,1
52,52,52,7,2,1,0,11,46,46,1
53,53,53,3,21,0,0,10,46,46,1
54,54,54,7,2,1,0,2,46,46,1
55,55,55,0,7,1,0,3,45,46,1
56,56,56,5,2,1,0,6,45,46,1
57,57,57,3,12,0,0,12,46,46,1
58,58,58,3,15,0,0,6,46,46,1
59,59,59,5,9,0,0,9,43,46,1
60,60,60,3,15,0,0,9,46,46,1
61,61,61,0,0,1,0,2,45,46,1
62,62,62,3,33,0,0,2,46,46,1
63,63,63,9,18,2,7,2,46,46,1
64,64,64,8,1,1,0,5,46,46,1
65,65,65,5,4,1,0,1,46,46,1
66,66,66,6,1,0,0,1,45,46,1
67,67,67,3,15,0,0,9,46,46,1
68,68,68,3,5,0,0,2,46,46,1
69,69,69,3,24,0,0,3,46,46,1
70,70,70,0,5,1,0,3,45,46,1
71,71,71,13,0,1,0,9,46,46,1
72,72,72,10,1,1,0,2,46,46,1
73,73,73,11,3,1,0,2,46,46,1
74,74,74,7,11,2,16,9,46,46,1
75,75,75,3,33,0,0,1,46,46,1
76,76,76,3,9,0,0,10,46,46,1
77,77,77,4,1,1,0,4,45,46,1
78,78,78,11,2,1,0,14,46,46,1
79,79,79,0,0,1,0,9,44,46,1
80,80,80,0,2,1,0,10,44,46,1
81,81,81,3,14,0,0,8,46,46,1
82,82,82,13,2,1,0,2,46,46,1
83,83,83,4,3,0,0,3,40,46,1
84,84,84,13,2,1,0,0,46,46,1
85,85,85,3,2,0,0,2,44,46,1
86,86,86,3,3,1,0,2,45,46,1
87,87,87,14,10,0,0,10,45,46,1
88,88,88,8,33,2,1,11,43,46,1
89,89,89,0,5,1,0,1,43,46,1
90,90,90,2,26,2,12,7,44,46,1
91,91,91,3,4,1,0,7,45,46,1
92,92,92,11,1,1,0,1,46,46,1
93,93,93,0,6,1,0,11,45,46,1
94,94,94,3,29,0,0,9,46,46,1
95,95,95,3,18,2,7,9,45,46,1
96,96,96,3,15,0,0,4,46,46,1
97,97,97,9,6,1,0,1,46,46,1
98,98,98,14,1,0,0,1,40,46,1
99,99,99,9,26,2,25,8,45,46,1
100,100,100,9,33,2,3,13,45,46,1
101,101,101,0,1,0,0,1,44,46,1
102,102,102,14,12,0,0,12,46,46,1
103,103,103,8,20,0,0,20,41,46,1
104,104,104,14,14,0,0,8,46,46,1
105,105,105,14,10,0,0,9,46,46,1
106,106,106,9,18,2,10,9,43,46,1
107,107,107,4,8,0,0,8,41,46,1
108,108,108,3,15,0,0,9,46,46,1
109,109,109,4,3,1,0,3,45,46,1
110,110,110,0,2,0,0,2,44,46,1
111,111,111,12,26,2,32,8,43,46,1
112,112,112,4,2,0,0,2,44,46,1
113,113,113,3,18,2,3,10,45,46,1
114,114,114,2,3,1,0,0,40,46,1
115,115,115,0,11,1,0,1,44,46,1
116,116,116,3,22,0,0,35,46,46,1
117,117,117,1,2,1,0,11,39,46,1
118,118,118,5,18,2,6,10,45,46,1
119,119,119,0,1,1,0,4,45,46,1
120,120,120,14,6,0,0,4,46,45,1
121,121,121,0,15,1,0,5,44,46,1
122,122,122,14,5,0,0,4,46,45,1
123,123,123,3,15,0,0,4,46,46,1
