,Unnamed: 0,id,energy,location,vehicle_status,remain_trip_time,destination,dispatched_charging_time,dispatched_serving_time,update_status
0,0,0,0,0,1,0,0,33,36,1
1,1,1,0,1,1,0,0,33,36,1
2,2,2,0,1,1,0,0,33,36,1
3,3,3,0,3,1,0,0,33,36,1
4,4,4,13,0,1,0,3,36,36,1
5,5,5,5,3,0,0,3,33,36,1
6,6,6,1,1,1,0,3,33,36,1
7,7,7,0,2,1,0,0,33,36,1
8,8,8,0,1,1,0,0,33,36,1
9,9,9,0,1,1,0,0,33,36,1
10,10,10,13,0,1,0,0,36,36,1
11,11,11,3,1,1,0,1,32,36,1
12,12,12,3,3,0,0,3,33,36,1
13,13,13,0,1,1,0,1,33,36,1
14,14,14,1,33,2,2,0,33,36,1
15,15,15,0,1,1,0,0,33,36,1
16,16,16,0,1,1,0,0,33,36,1
17,17,17,3,1,1,0,9,33,36,1
18,18,18,1,18,2,10,3,33,36,1
19,19,19,7,0,1,0,0,35,36,1
20,20,20,6,3,0,0,3,33,36,1
21,21,21,0,1,1,0,0,33,36,1
22,22,22,0,5,1,0,0,33,36,1
23,23,23,4,1,1,0,2,33,36,1
24,24,24,4,1,0,0,1,33,36,1
25,25,25,8,32,0,0,11,36,36,1
26,26,26,6,0,1,0,13,33,36,1
27,27,27,9,8,0,0,8,33,36,1
28,28,28,7,9,0,0,9,33,36,1
29,29,29,9,14,0,0,14,33,36,1
30,30,30,3,14,0,0,14,33,36,1
31,31,31,14,0,0,0,0,36,35,1
32,32,32,3,1,1,0,4,33,36,1
33,33,33,14,5,0,0,0,36,36,1
34,34,34,0,2,1,0,0,33,36,1
35,35,35,2,1,0,0,1,33,36,1
36,36,36,10,14,0,0,14,33,36,1
37,37,37,3,1,1,0,1,33,36,1
38,38,38,8,32,0,0,2,36,36,1
39,39,39,10,9,0,0,9,33,36,1
40,40,40,5,2,0,0,2,32,36,1
41,41,41,5,0,0,0,0,33,36,1
42,42,42,6,5,0,0,5,34,36,1
43,43,43,10,10,0,0,10,33,36,1
44,44,44,12,10,0,0,10,33,36,1
45,45,45,3,0,0,0,0,32,36,1
46,46,46,0,2,1,0,0,33,36,1
47,47,47,3,2,1,0,4,33,36,1
48,48,48,8,11,0,0,11,33,36,1
49,49,49,5,13,0,0,13,33,36,1
50,50,50,7,0,0,0,0,33,36,1
51,51,51,14,27,0,0,6,36,34,1
52,52,52,0,7,1,0,0,33,36,1
53,53,53,2,26,2,7,2,33,36,1
54,54,54,8,18,2,13,4,33,36,1
55,55,55,0,2,1,0,0,33,36,1
56,56,56,7,4,0,0,4,33,36,1
57,57,57,8,17,0,0,17,33,36,1
58,58,58,6,4,0,0,4,33,36,1
59,59,59,7,14,0,0,14,33,36,1
60,60,60,1,2,0,0,2,33,36,1
61,61,61,14,5,0,0,0,36,36,1
62,62,62,4,0,0,0,0,33,36,1
63,63,63,1,1,1,0,3,33,36,1
64,64,64,1,20,0,0,20,33,36,1
65,65,65,0,9,1,0,0,33,36,1
66,66,66,12,26,2,14,3,36,36,1
67,67,67,7,2,1,0,11,33,36,1
68,68,68,6,18,2,16,4,33,36,1
69,69,69,3,9,0,0,9,33,36,1
70,70,70,8,0,1,0,0,35,36,1
71,71,71,5,2,0,0,2,33,36,1
72,72,72,3,26,2,14,14,33,36,1
73,73,73,5,26,2,19,8,33,36,1
74,74,74,1,2,1,0,0,33,36,1
75,75,75,5,10,0,0,10,33,36,1
76,76,76,0,1,1,0,0,33,36,1
77,77,77,2,4,1,0,0,33,36,1
78,78,78,5,21,0,0,21,33,36,1
79,79,79,8,4,0,0,4,36,36,1
80,80,80,4,26,2,4,0,33,36,1
81,81,81,13,1,1,0,13,33,36,1
82,82,82,0,3,1,0,9,33,36,1
83,83,83,6,4,0,0,4,33,36,1
84,84,84,3,3,1,0,1,33,36,1
85,85,85,7,6,0,0,6,33,36,1
86,86,86,14,0,0,0,1,36,35,1
87,87,87,6,3,1,0,24,33,36,1
88,88,88,7,18,2,16,1,33,36,1
89,89,89,14,14,0,0,14,33,36,1
90,90,90,14,0,0,0,2,36,35,1
91,91,91,8,4,1,0,1,36,36,1
92,92,92,7,7,1,0,24,33,36,1
93,93,93,4,3,0,0,3,33,36,1
94,94,94,7,28,2,6,16,33,36,1
95,95,95,9,22,0,0,22,33,36,1
96,96,96,4,11,2,16,9,33,36,1
97,97,97,4,3,1,0,0,33,36,1
98,98,98,0,9,1,0,10,32,36,1
99,99,99,14,26,0,0,26,36,35,1
100,100,100,7,26,2,14,8,34,36,1
101,101,101,3,33,2,1,11,33,36,1
102,102,102,0,15,1,0,0,33,36,1
103,103,103,2,33,2,3,13,33,36,1
104,104,104,3,24,0,0,24,33,36,1
105,105,105,9,0,0,0,0,33,36,1
106,106,106,8,3,0,0,3,33,36,1
107,107,107,5,33,2,12,4,34,36,1
108,108,108,1,1,1,0,4,33,36,1
109,109,109,0,13,1,0,13,33,36,1
110,110,110,7,1,1,0,15,33,36,1
111,111,111,10,24,0,0,24,33,36,1
112,112,112,8,1,0,0,1,33,36,1
113,113,113,14,14,0,0,14,36,35,1
114,114,114,8,10,0,0,10,33,36,1
115,115,115,3,33,2,41,14,33,36,1
116,116,116,3,26,2,34,14,33,36,1
117,117,117,3,0,1,0,10,33,36,1
118,118,118,5,26,2,16,14,33,36,1
119,119,119,5,4,0,0,4,33,36,1
120,120,120,14,31,0,0,31,36,36,1
121,121,121,2,2,1,0,13,33,36,1
122,122,122,8,28,2,3,16,33,36,1
123,123,123,3,2,1,0,2,33,36,1
124,124,124,10,17,0,0,17,33,36,1
125,125,125,6,16,0,0,16,33,36,1
126,126,126,0,22,1,0,0,33,36,1
127,127,127,3,33,2,3,13,33,36,1
128,128,128,4,2,1,0,4,33,36,1
129,129,129,6,3,0,0,3,33,36,1
130,130,130,10,22,0,0,22,33,36,1
131,131,131,8,16,0,0,16,33,36,1
132,132,132,2,4,1,0,0,33,36,1
133,133,133,7,16,0,0,16,33,36,1
134,134,134,0,1,0,0,1,33,36,1
135,135,135,9,17,0,0,17,33,36,1
136,136,136,4,15,0,0,15,33,36,1
137,137,137,14,7,0,0,0,36,36,1
138,138,138,6,30,0,0,30,33,36,1
139,139,139,9,14,0,0,14,33,36,1
140,140,140,5,7,1,0,18,33,36,1
141,141,141,4,26,2,8,14,34,36,1
142,142,142,0,15,1,0,7,32,36,1
143,143,143,8,26,2,7,26,33,36,1
144,144,144,5,4,0,0,21,36,36,1
145,145,145,11,24,0,0,24,33,36,1
146,146,146,8,14,0,0,14,33,36,1
147,147,147,11,15,0,0,15,33,36,1
148,148,148,1,3,1,0,24,33,36,1
149,149,149,7,1,1,0,1,33,36,1
150,150,150,14,19,0,0,28,36,35,1
151,151,151,7,15,2,37,16,33,36,1
152,152,152,0,15,1,0,4,33,36,1
153,153,153,0,7,1,0,0,33,36,1
154,154,154,4,11,0,0,11,33,36,1
155,155,155,8,2,0,0,2,33,36,1
156,156,156,0,11,1,0,24,33,36,1
157,157,157,5,2,0,0,2,33,36,1
158,158,158,7,14,0,0,14,33,36,1
159,159,159,7,2,0,0,2,33,36,1
160,160,160,7,26,2,11,0,33,36,1
161,161,161,5,2,1,0,0,33,36,1
162,162,162,4,14,0,0,14,33,36,1
163,163,163,7,26,0,0,26,33,36,1
164,164,164,7,14,0,0,14,33,36,1
165,165,165,2,33,2,3,4,33,36,1
166,166,166,9,14,0,0,14,33,36,1
167,167,167,2,26,2,1,35,32,36,1
168,168,168,4,3,1,0,17,33,36,1
169,169,169,6,7,1,0,20,33,36,1
170,170,170,5,26,2,2,11,33,36,1
171,171,171,12,13,0,0,13,33,36,1
172,172,172,11,7,1,0,3,33,36,1
173,173,173,8,3,0,0,3,34,36,1
174,174,174,5,3,1,0,0,33,36,1
175,175,175,8,26,2,28,14,35,36,1
176,176,176,8,28,2,79,14,33,36,1
177,177,177,7,1,1,0,0,35,36,1
178,178,178,3,26,2,2,12,33,36,1
179,179,179,8,13,0,0,13,34,36,1
180,180,180,0,11,1,0,7,33,36,1
181,181,181,8,36,0,0,36,33,36,1
182,182,182,6,26,2,36,14,33,36,1
183,183,183,5,3,1,0,9,33,36,1
184,184,184,3,6,0,0,6,33,36,1
185,185,185,3,9,1,0,9,33,36,1
186,186,186,7,1,1,0,0,34,36,1
187,187,187,6,4,1,0,0,33,36,1
188,188,188,7,24,0,0,24,33,36,1
189,189,189,6,4,1,0,1,33,36,1
190,190,190,0,4,1,0,1,32,36,1
191,191,191,11,8,0,0,8,34,36,1
192,192,192,10,20,0,0,20,33,36,1
193,193,193,8,26,2,21,4,33,36,1
194,194,194,14,11,0,0,11,33,36,1
195,195,195,10,4,1,0,0,36,36,1
196,196,196,12,26,2,17,14,36,36,1
197,197,197,7,15,2,3,1,33,36,1
198,198,198,8,18,2,15,5,34,36,1
199,199,199,5,26,2,30,8,33,36,1
200,200,200,5,26,2,11,14,33,36,1
201,201,201,5,4,1,0,1,33,36,1
202,202,202,13,11,1,0,0,36,36,1
203,203,203,5,2,1,0,4,33,36,1
204,204,204,9,10,0,0,10,33,36,1
205,205,205,5,5,1,0,4,33,36,1
206,206,206,1,6,1,0,20,33,36,1
207,207,207,7,26,2,8,7,33,36,1
208,208,208,13,11,2,10,4,36,36,1
209,209,209,11,7,1,0,3,33,36,1
210,210,210,13,26,0,0,26,34,36,1
211,211,211,7,2,0,0,2,32,36,1
212,212,212,4,1,0,0,1,32,36,1
213,213,213,6,14,0,0,14,33,36,1
214,214,214,8,28,2,37,16,34,36,1
215,215,215,6,26,2,19,0,33,36,1
216,216,216,9,0,1,0,34,34,36,1
217,217,217,5,2,0,0,2,33,36,1
218,218,218,5,7,1,0,9,34,36,1
219,219,219,0,29,1,0,2,33,36,1
220,220,220,13,11,2,15,9,36,36,1
221,221,221,8,1,0,0,1,33,36,1
222,222,222,14,5,0,0,27,36,36,1
223,223,223,4,18,2,15,15,33,36,1
224,224,224,14,3,0,0,3,34,36,1
225,225,225,14,26,0,0,26,33,36,1
226,226,226,7,33,2,7,15,33,36,1
227,227,227,5,1,0,0,1,33,36,1
228,228,228,3,9,1,0,11,33,36,1
229,229,229,0,21,1,0,22,33,36,1
230,230,230,4,16,0,0,16,33,36,1
231,231,231,1,13,1,0,26,33,36,1
232,232,232,14,25,0,0,25,34,36,1
233,233,233,7,26,0,0,26,33,36,1
234,234,234,14,17,0,0,17,36,34,1
235,235,235,8,18,0,0,18,33,36,1
236,236,236,12,13,0,0,13,33,36,1
237,237,237,14,5,0,0,1,36,36,1
238,238,238,12,26,2,13,14,35,36,1
239,239,239,4,33,2,22,3,33,36,1
240,240,240,14,29,0,0,29,36,36,1
241,241,241,4,7,1,0,26,33,36,1
242,242,242,13,1,1,0,33,36,36,1
243,243,243,5,26,2,20,14,33,36,1
244,244,244,3,26,2,39,14,33,36,1
245,245,245,11,33,2,11,10,36,36,1
246,246,246,0,6,0,0,6,33,36,1
247,247,247,14,14,0,0,14,33,36,1
248,248,248,4,35,0,0,35,33,36,1
249,249,249,10,4,1,0,0,36,36,1
250,250,250,3,26,0,0,26,33,36,1
251,251,251,5,26,2,26,4,32,36,1
252,252,252,5,11,2,33,17,33,36,1
253,253,253,14,33,0,0,33,36,35,1
254,254,254,5,26,2,20,17,33,36,1
255,255,255,14,1,0,0,1,36,35,1
256,256,256,9,18,2,27,17,35,36,1
257,257,257,8,0,1,0,32,33,36,1
258,258,258,8,33,2,59,14,33,36,1
259,259,259,8,33,2,4,25,34,36,1
260,260,260,8,29,0,0,29,33,36,1
261,261,261,6,33,2,1,18,34,36,1
262,262,262,8,31,0,0,31,34,36,1
263,263,263,8,33,2,5,20,33,36,1
264,264,264,7,1,1,0,33,33,36,1
265,265,265,9,26,2,36,1,35,36,1
266,266,266,14,7,0,0,1,36,36,1
267,267,267,8,22,0,0,22,33,36,1
268,268,268,6,14,0,0,14,33,36,1
269,269,269,0,20,1,0,1,33,36,1
270,270,270,5,9,0,0,9,33,36,1
271,271,271,14,31,0,0,31,36,34,1
272,272,272,2,15,0,0,15,33,36,1
273,273,273,5,5,1,0,31,33,36,1
274,274,274,8,33,2,3,13,33,36,1
275,275,275,7,4,0,0,4,33,36,1
276,276,276,10,3,1,0,34,35,36,1
277,277,277,8,8,0,0,8,33,36,1
278,278,278,14,27,0,0,4,36,34,1
279,279,279,4,9,0,0,9,32,36,1
280,280,280,4,0,1,0,35,33,36,1
281,281,281,8,3,0,0,3,33,36,1
282,282,282,0,8,1,0,14,33,36,1
283,283,283,7,26,2,34,2,33,36,1
284,284,284,14,27,0,0,0,36,35,1
285,285,285,8,15,0,0,15,33,36,1
286,286,286,9,3,0,0,3,33,36,1
287,287,287,14,3,0,0,3,36,34,1
288,288,288,0,3,1,0,10,34,36,1
289,289,289,14,32,0,0,2,36,36,1
290,290,290,6,26,2,17,8,33,36,1
291,291,291,3,20,0,0,20,33,36,1
292,292,292,1,9,0,0,9,32,36,1
293,293,293,9,26,2,74,16,34,36,1
294,294,294,9,8,0,0,8,33,36,1
295,295,295,14,27,0,0,0,36,36,1
296,296,296,7,11,0,0,11,33,36,1
297,297,297,14,18,0,0,9,36,36,1
298,298,298,14,6,0,0,0,36,34,1
299,299,299,14,13,0,0,0,36,35,1
300,300,300,4,31,0,0,31,34,36,1
301,301,301,14,5,0,0,0,36,36,1
302,302,302,6,1,1,0,32,33,36,1
303,303,303,0,5,1,0,0,33,36,1
304,304,304,8,9,0,0,9,33,36,1
305,305,305,8,4,0,0,4,33,36,1
306,306,306,5,28,2,39,16,32,36,1
307,307,307,4,18,2,4,1,33,36,1
308,308,308,8,2,1,0,0,36,36,1
309,309,309,5,3,1,0,7,33,36,1
310,310,310,8,18,2,1,20,34,36,1
311,311,311,2,1,1,0,32,33,36,1
312,312,312,14,26,0,0,26,36,36,1
313,313,313,14,24,0,0,24,33,36,1
314,314,314,2,26,2,21,35,31,36,1
315,315,315,14,12,0,0,0,36,36,1
316,316,316,0,25,0,0,25,33,36,1
317,317,317,5,26,0,0,26,33,36,1
318,318,318,13,9,1,0,0,36,36,1
319,319,319,9,26,0,0,26,33,36,1
320,320,320,1,16,0,0,16,33,36,1
321,321,321,14,26,0,0,26,36,35,1
322,322,322,7,8,0,0,8,33,36,1
323,323,323,7,19,1,0,15,33,36,1
324,324,324,8,14,0,0,14,33,36,1
325,325,325,8,15,1,0,20,33,36,1
326,326,326,6,16,0,0,16,33,36,1
327,327,327,6,2,1,0,33,33,36,1
328,328,328,8,8,1,0,22,33,36,1
329,329,329,6,26,2,15,14,33,36,1
330,330,330,8,9,0,0,9,33,36,1
331,331,331,8,2,1,0,33,33,36,1
332,332,332,7,26,2,2,7,33,36,1
333,333,333,0,1,1,0,0,33,36,1
334,334,334,14,10,0,0,0,36,35,1
335,335,335,9,20,1,0,20,36,36,1
336,336,336,9,36,0,0,36,32,36,1
337,337,337,7,30,0,0,30,33,36,1
338,338,338,2,3,0,0,3,33,36,1
339,339,339,7,2,1,0,0,34,36,1
340,340,340,2,3,0,0,3,33,36,1
341,341,341,3,33,2,10,24,33,36,1
342,342,342,14,24,0,0,24,33,36,1
343,343,343,5,1,1,0,0,33,36,1
344,344,344,14,13,0,0,0,36,29,1
345,345,345,9,7,0,0,7,32,36,1
346,346,346,9,26,2,27,14,36,36,1
347,347,347,3,4,1,0,32,33,36,1
348,348,348,5,2,1,0,2,33,36,1
349,349,349,5,18,2,2,4,33,36,1
350,350,350,7,16,2,4,16,33,36,1
351,351,351,6,16,0,0,16,33,36,1
352,352,352,14,23,0,0,0,36,35,1
353,353,353,7,1,0,0,1,33,36,1
354,354,354,14,26,0,0,26,36,36,1
355,355,355,11,26,2,23,14,36,36,1
356,356,356,3,8,0,0,8,33,36,1
357,357,357,14,20,0,0,0,36,35,1
358,358,358,6,8,1,0,14,33,36,1
359,359,359,2,20,0,0,20,33,36,1
360,360,360,14,17,0,0,17,36,34,1
361,361,361,5,15,0,0,15,32,36,1
362,362,362,5,18,2,4,24,33,36,1
363,363,363,8,28,2,19,16,34,36,1
364,364,364,8,9,1,0,36,33,36,1
365,365,365,0,29,1,0,33,33,36,1
366,366,366,8,7,0,0,7,33,36,1
367,367,367,0,6,0,0,6,33,36,1
368,368,368,3,33,2,0,15,33,36,1
369,369,369,5,8,1,0,14,33,36,1
370,370,370,14,3,0,0,3,36,34,1
