,Unnamed: 0,id,energy,location,vehicle_status,remain_trip_time,destination,dispatched_charging_time,dispatched_serving_time,update_status
0,0,0,1,1,1,0,0,52,53,1
1,1,1,10,1,1,0,0,53,53,1
2,2,2,4,1,1,0,0,52,53,1
3,3,3,11,1,1,0,5,53,53,1
4,4,4,13,0,1,0,5,53,53,1
5,5,5,3,1,1,0,1,52,53,1
6,6,6,11,3,0,0,3,53,53,1
7,7,7,0,3,1,0,0,52,53,1
8,8,8,4,1,1,0,1,52,53,1
9,9,9,7,0,1,0,3,52,53,1
10,10,10,14,0,0,0,3,53,52,1
11,11,11,13,1,1,0,3,53,53,1
12,12,12,11,8,0,0,8,53,53,1
13,13,13,4,1,1,0,4,52,53,1
14,14,14,3,0,0,0,0,53,53,1
15,15,15,1,1,1,0,0,52,53,1
16,16,16,3,5,0,0,0,53,53,1
17,17,17,14,30,0,0,3,53,53,1
18,18,18,11,3,0,0,3,53,53,1
19,19,19,3,5,0,0,3,53,53,1
20,20,20,3,5,0,0,0,53,53,1
21,21,21,13,0,1,0,20,53,53,1
22,22,22,3,5,0,0,0,53,53,1
23,23,23,8,1,1,0,3,52,53,1
24,24,24,8,3,0,0,3,52,53,1
25,25,25,13,2,1,0,2,53,53,1
26,26,26,0,4,1,0,1,51,53,1
27,27,27,3,5,0,0,2,53,53,1
28,28,28,7,1,1,0,4,52,53,1
29,29,29,3,24,0,0,9,53,53,1
30,30,30,3,2,1,0,1,52,53,1
31,31,31,14,0,0,0,0,53,53,1
32,32,32,0,4,1,0,2,52,53,1
33,33,33,13,1,1,0,2,52,53,1
34,34,34,2,3,1,0,1,51,53,1
35,35,35,3,5,0,0,7,53,53,1
36,36,36,3,30,0,0,21,53,53,1
37,37,37,11,1,1,0,7,53,53,1
38,38,38,14,0,0,0,0,51,53,1
39,39,39,3,21,0,0,3,53,53,1
40,40,40,1,2,0,0,2,51,53,1
41,41,41,12,26,2,14,8,53,53,1
42,42,42,3,21,0,0,9,53,53,1
43,43,43,3,5,0,0,9,53,53,1
44,44,44,14,20,0,0,3,53,53,1
45,45,45,14,5,0,0,1,53,53,1
46,46,46,0,5,1,0,1,52,53,1
47,47,47,3,5,0,0,1,53,53,1
48,48,48,4,1,0,0,1,51,53,1
49,49,49,3,5,0,0,2,53,53,1
50,50,50,3,9,0,0,9,53,53,1
51,51,51,0,5,0,0,1,53,53,1
52,52,52,11,4,1,0,1,53,53,1
53,53,53,3,21,0,0,21,53,53,1
54,54,54,3,0,1,0,10,52,53,1
