,Unnamed: 0,id,energy,location,vehicle_status,remain_trip_time,destination,dispatched_charging_time,dispatched_serving_time,update_status
0,0,0,0,1,1,0,0,65,68,1
1,1,1,0,2,1,0,0,65,68,1
2,2,2,0,1,1,0,3,67,68,1
3,3,3,3,27,0,0,5,68,67,1
4,4,4,1,0,1,0,5,66,68,1
5,5,5,0,0,1,0,1,65,68,1
6,6,6,2,2,1,0,3,67,68,1
7,7,7,1,26,2,7,2,67,68,1
8,8,8,0,2,1,0,4,66,68,1
9,9,9,0,1,1,0,3,65,68,1
10,10,10,0,3,0,0,3,65,67,1
11,11,11,3,0,0,0,3,68,67,1
12,12,12,3,27,0,0,3,68,67,1
13,13,13,1,3,0,0,3,66,67,1
14,14,14,1,1,1,0,0,66,68,1
15,15,15,2,4,1,0,1,67,68,1
16,16,16,3,27,0,0,15,68,67,1
17,17,17,3,27,0,0,0,68,67,1
18,18,18,3,27,0,0,1,68,67,1
19,19,19,0,1,1,0,3,65,68,1
20,20,20,3,20,0,0,0,68,67,1
21,21,21,2,7,1,0,3,67,68,1
22,22,22,3,21,0,0,12,68,67,1
23,23,23,2,11,1,0,3,67,68,1
24,24,24,2,20,1,0,2,67,68,1
25,25,25,2,1,1,0,2,67,68,1
26,26,26,0,12,1,0,17,67,68,1
27,27,27,1,1,1,0,7,66,68,1
28,28,28,1,1,1,0,4,66,68,1
29,29,29,3,21,0,0,3,68,67,1
30,30,30,2,1,1,0,1,67,68,1
31,31,31,3,20,0,0,5,68,67,1
32,32,32,0,1,1,0,0,65,68,1
33,33,33,1,0,0,0,0,66,67,1
34,34,34,0,0,0,0,0,65,67,1
35,35,35,3,20,0,0,2,68,67,1
36,36,36,1,2,1,0,21,66,68,1
37,37,37,1,15,0,0,15,66,67,1
38,38,38,0,1,1,0,9,65,68,1
39,39,39,0,2,1,0,4,66,68,1
40,40,40,0,1,1,0,1,65,68,1
41,41,41,3,27,0,0,2,68,67,1
42,42,42,3,17,0,0,12,68,66,1
43,43,43,0,1,1,0,4,65,68,1
44,44,44,2,1,1,0,3,67,68,1
45,45,45,0,2,1,0,4,66,68,1
46,46,46,2,2,1,0,5,67,68,1
47,47,47,3,14,0,0,8,68,67,1
48,48,48,3,14,0,0,8,68,67,1
49,49,49,2,4,1,0,1,67,68,1
50,50,50,3,20,0,0,1,68,66,1
51,51,51,3,20,0,0,1,68,67,1
52,52,52,1,1,1,0,4,66,68,1
53,53,53,0,4,0,0,4,66,67,1
54,54,54,2,1,1,0,13,67,68,1
55,55,55,1,1,1,0,34,66,68,1
56,56,56,3,20,0,0,7,68,67,1
57,57,57,3,0,0,0,0,68,66,1
58,58,58,2,1,1,0,4,67,68,1
59,59,59,3,15,0,0,4,68,67,1
60,60,60,0,3,1,0,1,67,68,1
61,61,61,3,15,0,0,4,68,67,1
62,62,62,2,1,1,0,15,67,68,1
63,63,63,0,4,1,0,9,66,68,1
64,64,64,1,3,1,0,3,66,68,1
65,65,65,1,1,0,0,1,66,67,1
66,66,66,0,4,1,0,10,66,68,1
67,67,67,2,33,2,8,0,67,68,1
68,68,68,2,4,1,0,11,67,68,1
69,69,69,0,4,1,0,3,66,68,1
70,70,70,2,2,1,0,1,67,68,1
71,71,71,3,15,0,0,4,68,67,1
72,72,72,3,15,0,0,1,68,67,1
73,73,73,2,26,2,36,1,67,68,1
74,74,74,2,33,2,9,13,67,68,1
75,75,75,0,1,1,0,2,65,68,1
76,76,76,3,27,0,0,4,68,67,1
77,77,77,0,2,1,0,1,66,68,1
78,78,78,0,4,1,0,3,66,68,1
79,79,79,3,15,0,0,2,68,67,1
80,80,80,1,3,0,0,3,66,67,1
81,81,81,3,27,0,0,0,68,67,1
82,82,82,1,1,1,0,1,66,68,1
83,83,83,0,4,1,0,2,66,68,1
84,84,84,3,15,0,0,9,68,67,1
85,85,85,0,4,1,0,3,67,68,1
86,86,86,3,27,0,0,13,68,67,1
87,87,87,2,15,1,0,9,67,68,1
88,88,88,0,9,0,0,9,65,66,1
89,89,89,3,27,0,0,4,68,67,1
90,90,90,1,5,0,0,5,66,67,1
91,91,91,2,20,1,0,1,67,68,1
92,92,92,0,4,1,0,1,66,68,1
93,93,93,3,15,0,0,1,68,67,1
94,94,94,0,3,1,0,3,65,68,1
95,95,95,1,26,2,14,8,67,68,1
96,96,96,2,18,2,16,3,67,68,1
97,97,97,1,16,1,0,16,54,68,1
98,98,98,1,3,0,0,3,66,67,1
99,99,99,3,21,0,0,3,68,67,1
100,100,100,3,15,0,0,4,68,67,1
101,101,101,0,3,1,0,3,65,68,1
102,102,102,0,4,1,0,4,66,68,1
103,103,103,1,33,2,3,4,66,68,1
104,104,104,3,25,0,0,4,68,67,1
105,105,105,2,0,1,0,3,67,68,1
106,106,106,0,4,1,0,4,65,68,1
107,107,107,1,4,1,0,15,66,68,1
108,108,108,3,25,0,0,4,68,66,1
109,109,109,3,21,0,0,3,68,67,1
110,110,110,3,27,0,0,4,68,67,1
111,111,111,2,1,1,0,1,67,68,1
112,112,112,1,6,1,0,1,66,68,1
113,113,113,2,0,1,0,9,67,68,1
114,114,114,3,27,0,0,11,68,67,1
115,115,115,3,21,0,0,11,68,67,1
116,116,116,0,4,1,0,1,65,68,1
117,117,117,1,7,1,0,3,66,68,1
118,118,118,1,26,2,1,8,66,67,1
119,119,119,2,1,1,0,1,67,68,1
120,120,120,3,21,0,0,2,68,67,1
121,121,121,0,5,1,0,11,66,68,1
122,122,122,2,18,2,1,2,67,68,1
123,123,123,3,27,0,0,3,68,67,1
124,124,124,0,15,1,0,11,66,68,1
125,125,125,0,6,1,0,11,66,68,1
126,126,126,3,25,0,0,4,68,66,1
127,127,127,2,20,1,0,15,67,68,1
128,128,128,3,25,0,0,11,68,67,1
129,129,129,3,29,0,0,9,68,67,1
130,130,130,0,1,1,0,1,67,68,1
131,131,131,0,1,0,0,1,65,67,1
132,132,132,0,7,1,0,31,66,68,1
133,133,133,3,14,0,0,8,68,67,1
134,134,134,3,20,0,0,5,68,66,1
135,135,135,0,9,1,0,3,66,68,1
136,136,136,2,1,1,0,0,67,68,1
137,137,137,2,26,2,11,3,67,68,1
138,138,138,0,4,0,0,4,65,67,1
139,139,139,3,25,0,0,3,68,67,1
140,140,140,3,25,0,0,31,68,67,1
141,141,141,3,27,0,0,2,68,67,1
142,142,142,0,9,1,0,9,66,68,1
143,143,143,0,4,1,0,18,66,68,1
144,144,144,1,1,1,0,15,66,68,1
145,145,145,3,14,0,0,8,68,66,1
146,146,146,0,9,1,0,8,66,68,1
147,147,147,0,7,1,0,22,65,68,1
148,148,148,1,18,2,6,10,66,68,1
149,149,149,1,3,0,0,3,66,67,1
150,150,150,3,0,0,0,9,68,67,1
151,151,151,0,2,1,0,2,65,68,1
152,152,152,0,2,1,0,2,65,68,1
153,153,153,2,3,1,0,3,67,68,1
154,154,154,0,0,1,0,10,65,68,1
155,155,155,0,11,1,0,13,65,68,1
156,156,156,2,18,2,3,2,67,68,1
157,157,157,3,14,0,0,8,68,65,1
158,158,158,3,21,0,0,9,68,67,1
159,159,159,0,5,1,0,4,66,68,1
160,160,160,2,9,1,0,15,67,68,1
161,161,161,0,4,1,0,13,65,68,1
162,162,162,1,26,2,2,9,66,68,1
163,163,163,0,4,1,0,25,65,68,1
164,164,164,0,5,1,0,2,66,68,1
165,165,165,3,25,0,0,4,68,67,1
166,166,166,3,17,0,0,12,68,67,1
167,167,167,1,3,0,0,3,66,67,1
168,168,168,2,0,1,0,3,67,68,1
169,169,169,0,7,1,0,4,66,68,1
170,170,170,3,25,0,0,4,68,67,1
171,171,171,0,10,1,0,0,66,68,1
172,172,172,0,0,1,0,9,67,68,1
173,173,173,1,4,0,0,4,66,67,1
174,174,174,0,1,1,0,12,67,68,1
175,175,175,0,3,0,0,3,66,67,1
176,176,176,0,3,0,0,3,65,67,1
177,177,177,3,25,0,0,11,68,67,1
178,178,178,2,1,1,0,11,67,68,1
179,179,179,2,2,1,0,1,67,68,1
180,180,180,1,0,0,0,0,66,67,1
181,181,181,3,20,0,0,11,68,67,1
182,182,182,3,25,0,0,4,68,67,1
183,183,183,2,26,2,11,3,67,68,1
184,184,184,0,7,1,0,15,65,68,1
185,185,185,3,25,0,0,2,68,67,1
186,186,186,0,7,1,0,23,66,68,1
187,187,187,3,15,0,0,18,68,67,1
188,188,188,3,15,0,0,1,68,67,1
189,189,189,3,15,0,0,3,68,67,1
190,190,190,0,11,1,0,1,66,68,1
191,191,191,0,11,0,0,11,65,67,1
192,192,192,3,29,0,0,9,68,67,1
193,193,193,0,2,1,0,20,66,68,1
194,194,194,2,3,1,0,24,67,68,1
195,195,195,0,13,1,0,9,66,68,1
196,196,196,0,15,1,0,3,65,68,1
197,197,197,3,31,0,0,16,68,66,1
198,198,198,2,26,2,2,3,67,68,1
199,199,199,1,26,2,13,12,67,68,1
200,200,200,3,30,0,0,2,68,67,1
201,201,201,0,15,1,0,1,66,68,1
202,202,202,0,7,1,0,4,66,68,1
203,203,203,3,24,0,0,9,68,66,1
204,204,204,0,4,1,0,4,66,68,1
205,205,205,3,20,0,0,1,68,65,1
206,206,206,0,4,1,0,4,66,68,1
