,Unnamed: 0,id,energy,location,vehicle_status,remain_trip_time,destination,dispatched_charging_time,dispatched_serving_time,update_status
0,0,0,3,27,0,0,0,69,68,1
1,1,1,3,27,0,0,0,69,68,1
2,2,2,3,27,0,0,3,69,68,1
3,3,3,2,0,1,0,5,68,69,1
4,4,4,0,0,1,0,5,66,69,1
5,5,5,3,0,0,0,1,69,68,1
6,6,6,1,0,1,0,3,67,69,1
7,7,7,0,2,0,0,2,67,68,1
8,8,8,3,27,0,0,4,69,68,1
9,9,9,3,27,0,0,3,69,68,1
10,10,10,3,21,0,0,3,69,67,1
11,11,11,2,1,1,0,3,68,69,1
12,12,12,2,1,1,0,3,68,69,1
13,13,13,0,0,1,0,3,66,69,1
14,14,14,0,1,1,0,0,66,69,1
15,15,15,1,1,1,0,1,67,69,1
16,16,16,2,2,1,0,15,68,69,1
17,17,17,2,4,1,0,0,68,69,1
18,18,18,2,6,1,0,1,68,69,1
19,19,19,3,20,0,0,3,69,68,1
20,20,20,2,4,1,0,0,68,69,1
21,21,21,1,1,1,0,3,67,69,1
22,22,22,2,18,2,10,1,68,69,1
23,23,23,1,1,1,0,3,67,69,1
24,24,24,1,1,1,0,2,67,69,1
25,25,25,0,2,1,0,2,67,69,1
26,26,26,3,34,0,0,17,69,68,1
27,27,27,0,1,1,0,7,66,69,1
28,28,28,0,1,1,0,4,66,69,1
29,29,29,2,26,2,7,2,68,69,1
30,30,30,0,2,1,0,1,67,69,1
31,31,31,2,5,1,0,5,68,69,1
32,32,32,3,20,0,0,0,69,68,1
33,33,33,0,2,1,0,0,66,69,1
34,34,34,3,0,0,0,0,69,67,1
35,35,35,2,4,1,0,2,68,69,1
36,36,36,0,1,1,0,21,66,69,1
37,37,37,0,1,1,0,15,66,69,1
38,38,38,3,20,0,0,9,69,68,1
39,39,39,3,27,0,0,4,69,68,1
40,40,40,3,20,0,0,1,69,68,1
41,41,41,2,26,2,13,12,68,69,1
42,42,42,2,3,1,0,12,68,69,1
43,43,43,3,20,0,0,4,69,68,1
44,44,44,0,2,1,0,3,67,69,1
45,45,45,3,27,0,0,4,69,68,1
46,46,46,0,4,1,0,5,67,69,1
47,47,47,0,8,1,0,8,68,69,1
48,48,48,0,8,1,0,8,68,69,1
49,49,49,1,1,1,0,1,67,69,1
50,50,50,2,5,1,0,1,68,69,1
51,51,51,2,1,1,0,1,68,69,1
52,52,52,0,2,1,0,4,66,69,1
53,53,53,3,19,0,0,4,69,67,1
54,54,54,0,4,1,0,13,67,69,1
55,55,55,0,2,1,0,34,66,69,1
56,56,56,2,2,1,0,7,68,69,1
57,57,57,2,3,1,0,0,68,69,1
58,58,58,0,4,1,0,4,67,69,1
59,59,59,2,1,1,0,4,68,69,1
60,60,60,3,21,0,0,1,69,68,1
61,61,61,2,1,1,0,4,68,69,1
62,62,62,0,4,1,0,15,67,69,1
63,63,63,3,19,0,0,9,69,68,1
64,64,64,0,3,1,0,3,66,69,1
65,65,65,0,2,1,0,1,66,69,1
66,66,66,3,25,0,0,10,69,68,1
67,67,67,1,0,0,0,0,67,68,1
68,68,68,1,1,1,0,11,67,69,1
69,69,69,3,25,0,0,3,69,68,1
70,70,70,0,4,1,0,1,67,69,1
71,71,71,2,1,1,0,4,68,69,1
72,72,72,2,1,1,0,1,68,69,1
73,73,73,1,18,2,16,1,67,68,1
74,74,74,1,13,0,0,13,67,68,1
75,75,75,3,20,0,0,2,69,68,1
76,76,76,2,20,1,0,4,68,69,1
77,77,77,3,27,0,0,1,69,68,1
78,78,78,3,25,0,0,3,69,68,1
79,79,79,2,2,1,0,2,68,69,1
80,80,80,0,3,1,0,3,66,69,1
81,81,81,0,1,1,0,0,68,69,1
82,82,82,0,2,1,0,1,66,69,1
83,83,83,3,25,0,0,2,69,68,1
84,84,84,2,2,1,0,9,68,69,1
85,85,85,3,25,0,0,3,69,68,1
86,86,86,1,1,1,0,13,68,69,1
87,87,87,1,2,1,0,9,67,69,1
88,88,88,3,24,0,0,9,69,66,1
89,89,89,2,0,1,0,4,68,69,1
90,90,90,0,1,1,0,5,66,69,1
91,91,91,1,33,2,7,11,67,69,1
92,92,92,3,25,0,0,1,69,68,1
93,93,93,2,18,2,15,3,68,69,1
94,94,94,3,21,0,0,3,69,68,1
95,95,95,0,8,0,0,8,67,68,1
96,96,96,1,3,0,0,3,67,68,1
97,97,97,1,16,1,0,16,54,69,1
98,98,98,0,3,1,0,3,66,69,1
99,99,99,2,18,2,4,1,68,69,1
100,100,100,2,4,1,0,4,68,69,1
101,101,101,3,21,0,0,3,69,68,1
102,102,102,3,25,0,0,4,69,68,1
103,103,103,0,4,0,0,4,66,68,1
104,104,104,2,1,1,0,4,68,69,1
105,105,105,0,13,1,0,3,67,69,1
106,106,106,3,25,0,0,4,69,68,1
107,107,107,0,1,1,0,15,66,69,1
108,108,108,2,1,1,0,4,68,69,1
109,109,109,2,3,1,0,3,68,69,1
110,110,110,2,1,1,0,4,68,69,1
111,111,111,0,4,1,0,1,67,69,1
112,112,112,0,5,1,0,1,66,69,1
113,113,113,1,26,2,4,12,67,69,1
114,114,114,2,2,1,0,11,68,69,1
115,115,115,2,3,1,0,11,68,69,1
116,116,116,3,25,0,0,1,69,68,1
117,117,117,0,2,1,0,3,66,69,1
118,118,118,0,8,0,0,8,66,67,1
119,119,119,0,4,1,0,1,67,69,1
120,120,120,2,9,1,0,2,68,69,1
121,121,121,3,20,0,0,11,69,68,1
122,122,122,1,2,0,0,2,67,68,1
123,123,123,2,26,2,8,3,68,69,1
124,124,124,3,19,0,0,11,69,68,1
125,125,125,3,27,0,0,11,69,68,1
126,126,126,2,2,1,0,4,68,69,1
