,Unnamed: 0,id,energy,location,vehicle_status,remain_trip_time,destination,dispatched_charging_time,dispatched_serving_time,update_status
0,0,0,6,1,1,0,0,54,54,1
1,1,1,0,1,1,0,0,53,54,1
2,2,2,14,1,0,0,0,54,54,1
3,3,3,1,1,1,0,5,53,54,1
4,4,4,2,0,1,0,5,53,54,1
5,5,5,3,30,0,0,1,54,54,1
6,6,6,5,3,0,0,3,53,54,1
7,7,7,14,21,0,0,0,54,53,1
8,8,8,14,13,0,0,0,54,54,1
9,9,9,1,3,0,0,3,52,54,1
10,10,10,4,1,1,0,3,53,54,1
11,11,11,10,3,0,0,3,53,54,1
12,12,12,6,0,1,0,3,53,54,1
13,13,13,3,30,0,0,4,54,54,1
14,14,14,14,4,0,0,0,54,54,1
15,15,15,8,1,1,0,0,54,54,1
16,16,16,3,30,0,0,0,54,54,1
17,17,17,2,33,2,2,0,53,54,1
18,18,18,3,1,1,0,1,53,54,1
19,19,19,3,5,0,0,3,54,54,1
20,20,20,3,5,0,0,0,54,54,1
21,21,21,12,8,0,0,8,53,54,1
22,22,22,3,5,0,0,0,54,54,1
23,23,23,3,5,0,0,3,54,54,1
24,24,24,0,1,1,0,2,52,54,1
25,25,25,1,1,1,0,2,53,54,1
26,26,26,7,1,1,0,1,54,54,1
27,27,27,13,0,1,0,2,54,54,1
28,28,28,0,5,1,0,4,52,54,1
29,29,29,3,5,0,0,9,54,54,1
30,30,30,3,5,0,0,1,54,54,1
31,31,31,8,1,1,0,5,53,54,1
32,32,32,4,1,1,0,2,54,54,1
33,33,33,9,1,0,0,1,52,54,1
34,34,34,10,1,1,0,1,54,54,1
35,35,35,3,24,0,0,10,54,54,1
36,36,36,3,5,0,0,21,54,54,1
37,37,37,5,18,2,10,1,53,54,1
38,38,38,6,18,2,7,9,51,54,1
39,39,39,3,14,0,0,14,54,54,1
40,40,40,3,33,0,0,2,54,54,1
41,41,41,8,26,2,7,2,53,54,1
42,42,42,0,5,1,0,1,53,54,1
43,43,43,3,33,0,0,9,54,54,1
44,44,44,6,0,1,0,3,53,54,1
45,45,45,7,33,2,7,15,53,54,1
46,46,46,8,2,1,0,1,54,54,1
47,47,47,3,15,0,0,1,54,54,1
48,48,48,3,33,0,0,1,54,54,1
49,49,49,11,1,1,0,2,54,54,1
50,50,50,13,0,1,0,9,54,54,1
51,51,51,13,1,1,0,1,54,54,1
52,52,52,1,1,1,0,1,53,54,1
53,53,53,13,3,1,0,21,54,54,1
54,54,54,3,21,0,0,10,54,54,1
55,55,55,0,21,1,0,34,50,54,1
56,56,56,14,3,0,0,3,54,54,1
57,57,57,9,16,0,0,16,53,54,1
58,58,58,0,1,0,0,1,53,54,1
59,59,59,0,5,1,0,1,53,54,1
60,60,60,11,2,1,0,1,54,54,1
61,61,61,0,11,1,0,2,52,54,1
62,62,62,5,1,1,0,15,52,54,1
63,63,63,3,0,0,0,9,54,54,1
64,64,64,13,26,2,19,0,54,54,1
65,65,65,13,3,1,0,4,54,54,1
66,66,66,11,10,0,0,10,54,54,1
67,67,67,3,21,0,0,9,54,54,1
68,68,68,8,2,1,0,7,54,54,1
69,69,69,7,4,1,0,15,54,54,1
70,70,70,3,15,0,0,1,54,54,1
71,71,71,5,1,0,0,1,52,54,1
72,72,72,3,15,0,0,1,54,54,1
73,73,73,3,21,0,0,2,54,54,1
74,74,74,0,1,1,0,1,52,54,1
75,75,75,0,5,1,0,2,52,54,1
76,76,76,7,34,0,0,34,53,54,1
77,77,77,8,1,0,0,1,53,54,1
78,78,78,8,0,1,0,9,53,54,1
79,79,79,10,7,0,0,7,53,54,1
80,80,80,8,26,2,16,14,52,54,1
81,81,81,10,2,1,0,2,51,54,1
82,82,82,6,8,0,0,8,53,54,1
83,83,83,3,10,0,0,10,53,54,1
84,84,84,10,3,1,0,0,54,54,1
85,85,85,10,26,2,34,14,54,54,1
86,86,86,9,15,0,0,15,53,54,1
87,87,87,0,3,1,0,9,52,54,1
88,88,88,3,15,0,0,1,54,54,1
89,89,89,14,21,0,0,8,54,53,1
90,90,90,3,21,0,0,3,54,54,1
91,91,91,14,21,0,0,9,54,53,1
92,92,92,11,4,0,0,4,54,54,1
93,93,93,13,2,1,0,0,52,54,1
94,94,94,3,29,0,0,1,54,54,1
95,95,95,3,15,0,0,4,54,54,1
96,96,96,14,9,0,0,9,53,54,1
97,97,97,14,10,0,0,10,54,54,1
98,98,98,14,21,0,0,34,54,53,1
99,99,99,14,22,0,0,2,54,53,1
100,100,100,14,4,0,0,4,54,54,1
101,101,101,3,21,0,0,0,54,54,1
102,102,102,14,9,0,0,9,54,54,1
103,103,103,3,21,0,0,7,54,54,1
